detector,error_type,annotation_id,session_id,turn_number,current_user_message,label,confidence,notes
broad_discovery,FALSE_NEGATIVE,PIVOT-0015,8f382504-493a-43c9-8cab-0b0f2c3b1c9f,3,"Actually, 'The Black Rider' is exactly the kind of intense and dark track I wanted to *avoid* in the beginning of my journey! I specifically asked to start with peaceful Shire themes, like 'Concerning Hobbits,' and then gradually move to *adventurous but not too dark* parts. We haven't even started the peaceful part yet. Can we please go back to the very beginning and find those light, hopeful Shire tracks?",ARTIST_PIVOT,MEDIUM,
broad_discovery,FALSE_NEGATIVE,PIVOT-0017,b72eee10-2e4e-4fa5-b0c8-f7bfbaaf0ba1,7,"No, this still isn't it! I've been clear about the rap elements and the early 2000s nu-metal vibe, but it's not working. Let's try the *other* idea from the start. Can you help me find a rock song from the 90s that had a really distinct sound, kind of raw and melancholic? No more RHCP, please!",ARTIST_PIVOT,HIGH,
broad_discovery,FALSE_NEGATIVE,PIVOT-0019,1af6ea09-f709-4e2e-b509-10a991bf295e,5,"Whoa, that's really intense! But no, that's too heavy. The band I'm thinking of is definitely punk rock, not metal. It's more raw, fast, like old-school punk, but still super aggressive. No screaming vocals, more like shouted, powerful singing. Does that make sense?",ARTIST_PIVOT,MEDIUM,
broad_discovery,FALSE_NEGATIVE,PIVOT-0026,016717e8-ea69-48be-a126-5a671969b3a8,6,"Silent Wars"" is awesome, and I appreciate the continued Arch Enemy recommendations – they're always good for a pump-up. However, I've heard a lot of Arch Enemy today. Can you please focus on some other high-energy melodic death metal bands? I'm looking for new groups with a similar aggressive and melodic feel.",ARTIST_PIVOT,HIGH,
broad_discovery,FALSE_NEGATIVE,PIVOT-0028,7dbf130b-cf0e-443e-b763-a6418ce0b9bd,5,"This is frustrating. I have repeatedly asked for early 80s punk-influenced rock by *The Replacements*. I like Now, Now, but these recommendations are completely missing my request. Can you *please* play some songs by The Replacements from that era, exploring their discography as I initially requested?",ARTIST_PIVOT,HIGH,
broad_discovery,FALSE_NEGATIVE,PIVOT-0032,305fd17e-0f94-486f-b1c7-30378793b76e,3,"No, this is not what I'm looking for. I am really interested in Polish alternative rock, something more like Happysad. Can you recommend any bands similar to them, from Poland?",ARTIST_PIVOT,HIGH,
broad_discovery,FALSE_NEGATIVE,PIVOT-0035,8808ae68-a180-475c-87dd-19c19a8f276b,3,"I'm really looking for Kanye West songs only, and specifically ones that are in the key of F# major, like 'Rainbowland'. Do you have any Kanye West songs in that key from the list?",ARTIST_PIVOT,HIGH,
broad_discovery,FALSE_NEGATIVE,PIVOT-0044,7a31ad1d-ea56-4d77-bfad-c1c325861b3b,4,"Totally love 'Next Ex-Girlfriend' too! It's so classic Bowling For Soup. What else do you have that's similar, maybe something from another band that has that same fun, upbeat pop-punk energy?",ARTIST_PIVOT,HIGH,
broad_discovery,FALSE_NEGATIVE,PIVOT-0046,12449421-8874-43e8-a098-7a99e2f1a252,6,"While ""Skin O' My Teeth"" is classic thrash, I'm still looking to explore tracks with deeper lyrical introspection and more complex musical arrangements or unexpected structural shifts, similar to my previous request. Can you focus on bands known for progressive metal or progressive rock, where the storytelling and musicality are as intricate as the themes of psychological depth or societal commentary? It would be great to hear something that isn't just pure aggression.",ARTIST_PIVOT,HIGH,
broad_discovery,FALSE_NEGATIVE,PIVOT-0055,c0e3c776-9841-4ace-af4b-8041edcd1280,6,"I'm really enjoying the classic rock, but I've already heard a lot of Pink Floyd. My main goal was to also discover artists in the *modern electronic* genre that push boundaries. I still haven't gotten a single recommendation for that. Can you please provide an artist that fits the modern electronic sound?",ARTIST_PIVOT,HIGH,
broad_discovery,FALSE_NEGATIVE,PIVOT-0058,812af845-b93f-4404-81d8-3b85e51df5d8,3,"Walking in Memphis"" is a classic, and I do enjoy Marc Cohn, but it's still not hitting the mark for what I'm looking for. I really need something that's clearly electronic, danceable, from the 2000s, and has non-English vocals. It's a specific kind of vibe I'm after, not just general Adult Contemporary.",ARTIST_PIVOT,MEDIUM,
broad_discovery,FALSE_NEGATIVE,PIVOT-0062,8863e041-2ef6-4761-849e-1f8e464d4e16,6,"Yes, I'm really getting into Alkaline Trio! This one is great too. What other bands would you recommend that have a similar energetic punk sound, or perhaps more like Reel Big Fish and that upbeat ska-punk feel? I'm open to more new discoveries!",ARTIST_PIVOT,HIGH,
broad_discovery,FALSE_NEGATIVE,PIVOT-0078,8dc4300d-dbe1-4020-bee7-db5b6ba478a5,7,"I appreciate The Smiths, but I'm really trying to discover more *Brazilian* alternative rock artists, especially those with *powerful female vocals*, similar to Pitty. Could you please focus on recommendations from Brazil?",ARTIST_PIVOT,HIGH,
broad_discovery,FALSE_NEGATIVE,PIVOT-0089,9a36b6fa-5892-404d-8f96-346ec9d60661,3,"No, this is not what I asked for. I need Capital Cities' 'Safe And Sound', the upbeat synth-pop hit from 2013. Can you please play that one?",ARTIST_PIVOT,MEDIUM,
broad_discovery,FALSE_NEGATIVE,PIVOT-0093,e341167c-996f-4e8d-b10e-3f24c04916d7,4,"That's a bit too extreme for what I'm looking for. While heavy, it's not quite the industrial metal or early nu-metal sound I was asking about. Can you recommend something that captures that dark, heavy, and somewhat theatrical atmosphere, something with a cult following in the vein of early Marilyn Manson, Ministry, or even Static-X?",ARTIST_PIVOT,HIGH,
broad_discovery,FALSE_NEGATIVE,PIVOT-0097,2900302d-d342-4eca-aa54-ac5210bcbf05,8,"Sleep"" by The Roots is a fantastic recommendation! The storytelling is exactly what I'm looking for. It's great to hear more artists who really prioritize their lyrics like this. What other standout narrative tracks or artists should I check out in the Hip-Hop genre?",ARTIST_PIVOT,HIGH,
broad_discovery,FALSE_NEGATIVE,PIVOT-0102,34b54b59-1e5d-4e32-a7ae-2dbdd12b89cd,2,"While I appreciate Dream Theater, this isn't what I was looking for. I asked for a track from 1972 that best encapsulates the raw essence of classic heavy metal, perhaps by Black Sabbath. Do you have any tracks from that year or era?",ARTIST_PIVOT,MEDIUM,
broad_discovery,FALSE_NEGATIVE,PIVOT-0106,44cf63b2-5a32-41ce-b6fb-4a9a977eb708,4,Hell yeah! 'Programmed for Battle' is exactly what I meant by leaning more into metalcore while keeping that post-hardcore edge. That blend is awesome. Keep 'em coming! What other bands are out there that really nail that aggressive metalcore/post-hardcore crossover?,ARTIST_PIVOT,HIGH,
broad_discovery,FALSE_NEGATIVE,PIVOT-0110,b3c442e5-f141-41f5-9a5e-49059119b0bd,2,"Lágrimas"" is a great pick from Oficina G3 and fits the timeframe. I'm definitely looking for that kind of sound. Can you give me more Christian rock from that 2007-2013 period, but specifically leaning into the post-hardcore or melodic metalcore style? I'm open to other bands as well.",ARTIST_PIVOT,HIGH,
broad_discovery,FALSE_NEGATIVE,PIVOT-0116,efa636c0-33c3-4dbb-a8e2-1f82c23f82d9,6,"I am *not* loving the classics, and I am *not* enjoying José José's ballads for this request. I have repeatedly asked for *upbeat 90s Latin Pop with female vocals* and a *strong dance beat*, something similar to Marta Sánchez or Paulina Rubio, or tracks like 'Yo No Soy Esa Mujer'. This is the third time you've recommended a slow male ballad. Please provide tracks that match my specific, original request: upbeat 90s Latin Pop with female vocals and a strong dance beat.",ARTIST_PIVOT,MEDIUM,
broad_discovery,FALSE_NEGATIVE,PIVOT-0124,ecf38df6-9e1a-475b-b84d-6ba892f8ec4c,6,"No Friend"" is interesting, but it's not what I'm looking for at all. I was hoping for something with a strong female vocalist and that distinctive '80s new wave influence, like a modern pop-rock sound. The spoken word and instrumental aspect doesn't capture the blend of melancholy and resilience I described. Can we go back to something with a female vocalist and that specific pop-rock feel from around 2017?",ARTIST_PIVOT,MEDIUM,
broad_discovery,FALSE_NEGATIVE,PIVOT-0125,fc46e191-47a8-4105-830f-3cbeba3e7c66,3,"Okay, ""Rocket"" is amazing because it's Beyoncé, but I'm still really trying to find those R&B/Hip-Hop tracks from the early 2010s that feature collaborations between Drake, The Weeknd, or Future, or even just their solo work from that time with a smooth, late-night R&B vibe. Can you focus on those artists, please?",ARTIST_PIVOT,HIGH,
broad_discovery,FALSE_NEGATIVE,PIVOT-0130,fa14f719-7ecb-417e-8901-a8e3bda9993a,3,"No, this is completely off the mark. I explicitly said I am NOT looking for rock tracks by Brian Eno. 'Third Uncle' is far too energetic and does not fit the calm, quiet contemplation context at all. I need more tracks like 'An Ending (Ascent)' or 'Signals' – purely ambient, calm, and atmospheric. Please, no more rock or energetic tracks.",ARTIST_PIVOT,HIGH,
broad_discovery,FALSE_NEGATIVE,PIVOT-0135,4c302709-a638-48e6-868e-5eee9b6c058f,6,"This is another RHCP song, and while I like them, you're still not getting my request. I need to find songs that are popular *right now*, what everyone is actually listening to and talking about. I keep asking for trending music, not just popular tracks by my favorite band. Can you please recommend genuinely popular and trending songs, like what's currently in the charts or going viral in the rock/alternative scene? Something truly current and socially relevant.",ARTIST_PIVOT,MEDIUM,
broad_discovery,FALSE_NEGATIVE,PIVOT-0137,2793a314-0545-4574-ac0e-78f92e6fe2d3,4,"No, this is still not it. I'm not looking for general rock. I'm looking for a specific group that does *comedy rap* songs about *classic Nintendo video games*. The songs are really silly and make fun of characters. Do you know of any group like that?",ARTIST_PIVOT,MEDIUM,
broad_discovery,FALSE_NEGATIVE,PIVOT-0141,9db662e5-f8dc-440c-8448-a1d41fa39729,5,"Okay, ""Ooh Ooh Baby"" is a good one, but I'm really trying to branch out from Britney right now. I'm looking for another super popular, upbeat dance-pop song by a *different* female artist from around 2008-2012. Think big radio hits!",ARTIST_PIVOT,HIGH,
broad_discovery,FALSE_NEGATIVE,PIVOT-0145,17a2a2aa-407d-42ca-a652-4bdf2eab0267,6,"Drake's cool, but I was really hoping for something like Migos. Can you recommend some other artists who have that same energetic trap style, like Migos?",ARTIST_PIVOT,HIGH,
broad_discovery,FALSE_NEGATIVE,PIVOT-0147,dcdc42f5-71ff-4cd1-80aa-c317f6e9f442,4,"Yes, ""Selfish"" is a fantastic pick! Rihanna's vocals really shine in this R&B track. It's exactly the kind of sound I was hoping for. Do you have any other suggestions from female artists of the 2010s who have a similar blend of strong vocals and R&B influence in their pop music?",ARTIST_PIVOT,HIGH,
broad_discovery,FALSE_NEGATIVE,PIVOT-0156,d1b94c97-5862-4363-8ffb-40205c504aef,7,"This is another solid track, and still perfectly on point for the atmosphere I need for focus. But I'm keen to discover similar music from *other* film or game scores now. Could you please recommend something atmospheric and instrumental from a *different* soundtrack, while keeping this rich, cinematic vibe? I'd love to hear some new composers or productions.",ARTIST_PIVOT,HIGH,
broad_discovery,FALSE_NEGATIVE,PIVOT-0157,14015063-aa25-4929-9037-7bef054b8e23,3,"Yeah, that's a good one! I really like Shania. Got any more upbeat country songs by other female artists, like Carrie Underwood?",ARTIST_PIVOT,HIGH,
broad_discovery,FALSE_NEGATIVE,PIVOT-0175,6d8b8575-3a4e-45c8-85ab-68c19f344dcb,4,"Okay, I like ""Over the Mountain,"" but I'm trying to build a list of widely known anthems from *different* iconic bands, not just Ozzy. Can you give me some truly legendary, popular hard rock and heavy metal anthems from other classic artists like AC/DC, Iron Maiden, or Metallica? I want the big, universally recognized hits!",ARTIST_PIVOT,HIGH,
broad_discovery,FALSE_NEGATIVE,PIVOT-0178,5d3ecbb1-9546-485b-ad90-6a6c8f074546,5,"Look, I've said it a few times now, Pink Floyd, especially these instrumental or mellow tracks, are not upbeat or rock-driven for a road trip. I need something entirely different for driving. Think high-energy classic rock or hard rock. Please, no more Pink Floyd for the road trip playlist.",ARTIST_PIVOT,MEDIUM,
broad_discovery,FALSE_NEGATIVE,PIVOT-0184,0d666b73-8598-4bd6-97f4-677b5709d966,3,"This selection of live Talking Heads is fantastic, exactly what I wanted to rediscover. Thanks! These tracks perfectly capture that energetic, distinctive new wave live sound. Could you suggest some other artists with a similar energetic and experimental new wave or post-punk live sound?",ARTIST_PIVOT,HIGH,
broad_discovery,FALSE_NEGATIVE,PIVOT-0189,aff77ddc-4356-4b07-8821-b728dd0ccf09,3,"Okay, I love Nirvana, but I've heard enough of them for now. I'm trying to explore different popular songs from both the 80s and 90s, not just alternative rock. Can you give me some more upbeat, popular 80s tracks? Maybe some pop or even some 80s alternative rock?",ARTIST_PIVOT,MEDIUM,
broad_discovery,FALSE_NEGATIVE,PIVOT-0198,42a7975a-51e2-4809-935f-1568c1bcf3e8,4,"Look, I love Asking Alexandria, but I really need to hear something from a *different* artist. Please, can you recommend an intense and energetic metalcore or heavy post-hardcore track that is *not* Asking Alexandria?",ARTIST_PIVOT,HIGH,
artist_explicit,FALSE_POSITIVE,PIVOT-0070,967d8c52-accd-48d5-bcf3-8e35ea633e88,8,Yes! Brent Faiyaz is a great suggestion. This is exactly the kind of soulful R&B I was hoping for from another artist. Really good for the background vibe. What else have you got that's similar to this?,NOT_ARTIST_PIVOT,HIGH,
artist_explicit,FALSE_NEGATIVE,PIVOT-0010,77971bb0-9491-4708-a769-42bf1618b4e7,8,"This is a good track, and it's nice to hear something different from Blackmill. However, I am still waiting to hear music from *different eras*, specifically some classic, non-electronic sounds as I requested. Can we please shift completely to an older, non-electronic genre now? I'm looking for music that came out decades ago.",ARTIST_PIVOT,LOW,
artist_explicit,FALSE_NEGATIVE,PIVOT-0013,d65ebb8a-a4ac-4e16-96cc-63a330245c60,6,"Oh my goodness, ""Paperback Writer"" is another classic, yes, but I'm really getting frustrated! I've been asking for an *unexpected twist* on familiar songs, like a cover version in a different style, like that Rita Lee ""In My Life"" track from the very beginning. Can you PLEASE suggest something that is *not* an original Beatles song, but a cover or a reimagining of a classic rock track?",ARTIST_PIVOT,MEDIUM,
artist_explicit,FALSE_NEGATIVE,PIVOT-0014,42a7975a-51e2-4809-935f-1568c1bcf3e8,6,"This is getting frustrating. I have repeatedly asked for a *different* band. I like Asking Alexandria, but I want to DISCOVER something NEW. Can you recommend a high-energy metalcore or heavy rock track from a band that is ABSOLUTELY NOT Asking Alexandria, and that I haven't heard before?",ARTIST_PIVOT,HIGH,
artist_explicit,FALSE_NEGATIVE,PIVOT-0015,8f382504-493a-43c9-8cab-0b0f2c3b1c9f,3,"Actually, 'The Black Rider' is exactly the kind of intense and dark track I wanted to *avoid* in the beginning of my journey! I specifically asked to start with peaceful Shire themes, like 'Concerning Hobbits,' and then gradually move to *adventurous but not too dark* parts. We haven't even started the peaceful part yet. Can we please go back to the very beginning and find those light, hopeful Shire tracks?",ARTIST_PIVOT,MEDIUM,
artist_explicit,FALSE_NEGATIVE,PIVOT-0017,b72eee10-2e4e-4fa5-b0c8-f7bfbaaf0ba1,7,"No, this still isn't it! I've been clear about the rap elements and the early 2000s nu-metal vibe, but it's not working. Let's try the *other* idea from the start. Can you help me find a rock song from the 90s that had a really distinct sound, kind of raw and melancholic? No more RHCP, please!",ARTIST_PIVOT,HIGH,
artist_explicit,FALSE_NEGATIVE,PIVOT-0019,1af6ea09-f709-4e2e-b509-10a991bf295e,5,"Whoa, that's really intense! But no, that's too heavy. The band I'm thinking of is definitely punk rock, not metal. It's more raw, fast, like old-school punk, but still super aggressive. No screaming vocals, more like shouted, powerful singing. Does that make sense?",ARTIST_PIVOT,MEDIUM,
artist_explicit,FALSE_NEGATIVE,PIVOT-0022,c493bcb5-8c36-4869-8260-41373f3b338a,5,"YES! This is perfect! ""When It Rain"" is exactly what I meant by experimental hip-hop with unique production and electronic vibes. This is hitting just right. Can you play me something else that pushes boundaries like this, maybe something more on the atmospheric electronic side now?",ARTIST_PIVOT,LOW,
artist_explicit,FALSE_NEGATIVE,PIVOT-0025,d65ada1c-6477-4b67-b273-7380082baa1f,5,"I'm sorry, but I really need to hear something completely different from Tracy Chapman. My goal is to discover iconic songs from *various* decades and *genres*. Could you please, *please* play a classic rock song from the 70s or 80s, or perhaps a different genre entirely, by an artist *other than* Tracy Chapman? I'm looking for a truly iconic track that isn't folk or singer-songwriter.",ARTIST_PIVOT,HIGH,
artist_explicit,FALSE_NEGATIVE,PIVOT-0026,016717e8-ea69-48be-a126-5a671969b3a8,6,"Silent Wars"" is awesome, and I appreciate the continued Arch Enemy recommendations – they're always good for a pump-up. However, I've heard a lot of Arch Enemy today. Can you please focus on some other high-energy melodic death metal bands? I'm looking for new groups with a similar aggressive and melodic feel.",ARTIST_PIVOT,HIGH,
artist_explicit,FALSE_NEGATIVE,PIVOT-0027,da1cfa10-5e16-4204-9bcb-90b60cbf112c,2,"Yes, ""Around The World"" definitely nails that vibe, but I'm looking for more in that vein, especially songs with a really noticeable bassline and upbeat tempo. Anything else with that strong, funky groove and rock energy, maybe something I haven't heard a hundred times?",ARTIST_PIVOT,MEDIUM,
artist_explicit,FALSE_NEGATIVE,PIVOT-0028,7dbf130b-cf0e-443e-b763-a6418ce0b9bd,5,"This is frustrating. I have repeatedly asked for early 80s punk-influenced rock by *The Replacements*. I like Now, Now, but these recommendations are completely missing my request. Can you *please* play some songs by The Replacements from that era, exploring their discography as I initially requested?",ARTIST_PIVOT,HIGH,
artist_explicit,FALSE_NEGATIVE,PIVOT-0032,305fd17e-0f94-486f-b1c7-30378793b76e,3,"No, this is not what I'm looking for. I am really interested in Polish alternative rock, something more like Happysad. Can you recommend any bands similar to them, from Poland?",ARTIST_PIVOT,HIGH,
artist_explicit,FALSE_NEGATIVE,PIVOT-0035,8808ae68-a180-475c-87dd-19c19a8f276b,3,"I'm really looking for Kanye West songs only, and specifically ones that are in the key of F# major, like 'Rainbowland'. Do you have any Kanye West songs in that key from the list?",ARTIST_PIVOT,HIGH,
artist_explicit,FALSE_NEGATIVE,PIVOT-0046,12449421-8874-43e8-a098-7a99e2f1a252,6,"While ""Skin O' My Teeth"" is classic thrash, I'm still looking to explore tracks with deeper lyrical introspection and more complex musical arrangements or unexpected structural shifts, similar to my previous request. Can you focus on bands known for progressive metal or progressive rock, where the storytelling and musicality are as intricate as the themes of psychological depth or societal commentary? It would be great to hear something that isn't just pure aggression.",ARTIST_PIVOT,HIGH,
artist_explicit,FALSE_NEGATIVE,PIVOT-0051,e97e2232-9777-4d3a-879a-ab90a620b3ec,5,"This is beautiful, and absolutely nails the dreamy, melancholic atmosphere. However, since it's still Hope Sandoval, I'm really keen on discovering new voices and sounds that capture this vibe but are from completely *different* artists. Do you have any other suggestions that fit this specific dreamy, melancholic, acoustic folk, shoegaze-infused style, but from artists I haven't heard from yet?",ARTIST_PIVOT,HIGH,
artist_explicit,FALSE_NEGATIVE,PIVOT-0055,c0e3c776-9841-4ace-af4b-8041edcd1280,6,"I'm really enjoying the classic rock, but I've already heard a lot of Pink Floyd. My main goal was to also discover artists in the *modern electronic* genre that push boundaries. I still haven't gotten a single recommendation for that. Can you please provide an artist that fits the modern electronic sound?",ARTIST_PIVOT,HIGH,
artist_explicit,FALSE_NEGATIVE,PIVOT-0058,812af845-b93f-4404-81d8-3b85e51df5d8,3,"Walking in Memphis"" is a classic, and I do enjoy Marc Cohn, but it's still not hitting the mark for what I'm looking for. I really need something that's clearly electronic, danceable, from the 2000s, and has non-English vocals. It's a specific kind of vibe I'm after, not just general Adult Contemporary.",ARTIST_PIVOT,MEDIUM,
artist_explicit,FALSE_NEGATIVE,PIVOT-0061,c7033382-7d32-40bb-8125-676d88b31478,2,"That's a great Bad Religion song, but I'm actually looking to discover some *new* bands. Can you suggest some other punk artists, maybe with that raw, energetic sound similar to Bad Religion or Operation Ivy, that I might not have heard before?",ARTIST_PIVOT,HIGH,
artist_explicit,FALSE_NEGATIVE,PIVOT-0069,2c8d9029-21e5-4f0e-b0c9-18a09a7a3e79,5,"This is another great one from They Might Be Giants, and it definitely fits the clear, instructional sound I like. But I'm really keen to discover some *new* artists who have a similar style. Can you find tracks by *other* artists that feature very clear, almost narrative vocals and an upbeat, educational feel?",ARTIST_PIVOT,HIGH,
artist_explicit,FALSE_NEGATIVE,PIVOT-0071,1cf02bcb-4045-4fd3-9d24-1de7df6ed882,5,"I really need to emphasize that I'm looking for Pop and R&B. I like Lana Del Rey, but these aren't helping me expand my music in the genres I specifically asked for. Can you please suggest some artists like Beyoncé, SZA, or Dua Lipa? I'm trying to discover new music that fits that contemporary Pop/R&B sound.",ARTIST_PIVOT,HIGH,
artist_explicit,FALSE_NEGATIVE,PIVOT-0078,8dc4300d-dbe1-4020-bee7-db5b6ba478a5,7,"I appreciate The Smiths, but I'm really trying to discover more *Brazilian* alternative rock artists, especially those with *powerful female vocals*, similar to Pitty. Could you please focus on recommendations from Brazil?",ARTIST_PIVOT,HIGH,
artist_explicit,FALSE_NEGATIVE,PIVOT-0089,9a36b6fa-5892-404d-8f96-346ec9d60661,3,"No, this is not what I asked for. I need Capital Cities' 'Safe And Sound', the upbeat synth-pop hit from 2013. Can you please play that one?",ARTIST_PIVOT,MEDIUM,
artist_explicit,FALSE_NEGATIVE,PIVOT-0093,e341167c-996f-4e8d-b10e-3f24c04916d7,4,"That's a bit too extreme for what I'm looking for. While heavy, it's not quite the industrial metal or early nu-metal sound I was asking about. Can you recommend something that captures that dark, heavy, and somewhat theatrical atmosphere, something with a cult following in the vein of early Marilyn Manson, Ministry, or even Static-X?",ARTIST_PIVOT,HIGH,
artist_explicit,FALSE_NEGATIVE,PIVOT-0097,2900302d-d342-4eca-aa54-ac5210bcbf05,8,"Sleep"" by The Roots is a fantastic recommendation! The storytelling is exactly what I'm looking for. It's great to hear more artists who really prioritize their lyrics like this. What other standout narrative tracks or artists should I check out in the Hip-Hop genre?",ARTIST_PIVOT,HIGH,
artist_explicit,FALSE_NEGATIVE,PIVOT-0100,52135606-fe91-419e-b0c9-6a33054e9ba2,6,"This is still DevilDriver. I really need to discover *new* artists. Can you please recommend bands similar to Tenacious D for their humor, or Rage Against The Machine for their political rock, or even more groove metal like DevilDriver, but from *different* artists I haven't heard yet? I'm trying to expand my horizons.",ARTIST_PIVOT,HIGH,
artist_explicit,FALSE_NEGATIVE,PIVOT-0102,34b54b59-1e5d-4e32-a7ae-2dbdd12b89cd,2,"While I appreciate Dream Theater, this isn't what I was looking for. I asked for a track from 1972 that best encapsulates the raw essence of classic heavy metal, perhaps by Black Sabbath. Do you have any tracks from that year or era?",ARTIST_PIVOT,MEDIUM,
artist_explicit,FALSE_NEGATIVE,PIVOT-0116,efa636c0-33c3-4dbb-a8e2-1f82c23f82d9,6,"I am *not* loving the classics, and I am *not* enjoying José José's ballads for this request. I have repeatedly asked for *upbeat 90s Latin Pop with female vocals* and a *strong dance beat*, something similar to Marta Sánchez or Paulina Rubio, or tracks like 'Yo No Soy Esa Mujer'. This is the third time you've recommended a slow male ballad. Please provide tracks that match my specific, original request: upbeat 90s Latin Pop with female vocals and a strong dance beat.",ARTIST_PIVOT,MEDIUM,
artist_explicit,FALSE_NEGATIVE,PIVOT-0124,ecf38df6-9e1a-475b-b84d-6ba892f8ec4c,6,"No Friend"" is interesting, but it's not what I'm looking for at all. I was hoping for something with a strong female vocalist and that distinctive '80s new wave influence, like a modern pop-rock sound. The spoken word and instrumental aspect doesn't capture the blend of melancholy and resilience I described. Can we go back to something with a female vocalist and that specific pop-rock feel from around 2017?",ARTIST_PIVOT,MEDIUM,
artist_explicit,FALSE_NEGATIVE,PIVOT-0125,fc46e191-47a8-4105-830f-3cbeba3e7c66,3,"Okay, ""Rocket"" is amazing because it's Beyoncé, but I'm still really trying to find those R&B/Hip-Hop tracks from the early 2010s that feature collaborations between Drake, The Weeknd, or Future, or even just their solo work from that time with a smooth, late-night R&B vibe. Can you focus on those artists, please?",ARTIST_PIVOT,HIGH,
artist_explicit,FALSE_NEGATIVE,PIVOT-0129,2965f2bc-6bec-4c7d-a112-17fbb6067328,7,"This is getting ridiculous! I've asked for grunge or alternative rock, like Nirvana or Pearl Jam, several times now. All I'm getting is Wu-Tang. I already said the hip-hop part is covered! I need some LOUD, RAW 90s alternative rock or grunge *now* to get that full high-energy, raw, and impactful vibe. Give me something different!",ARTIST_PIVOT,HIGH,
